committee_id,report_year,report_type,image_number,line_number,transaction_id,file_number,original_sub_id,committee_designated_coordinated_expenditure_indicator,committee_name,entity_type,entity_type_desc,designated_committee_id,designated_committee_name,subordinate_committee_id,payee_name,payee_last_name,payee_middle_name,payee_first_name,aggregate_general_election_expenditure,expenditure_type,expenditure_type_full,expenditure_purpose_full,expenditure_date,expenditure_amount,candidate_id,candidate_name,candidate_prefix,candidate_first_name,candidate_middle_name,candidate_last_name,candidate_suffix,candidate_office,candidate_office_full,candidate_office_state,candidate_office_state_full,candidate_office_district,conduit_committee_id,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,action_code,action_code_full,back_reference_transaction_id,back_reference_schedule_name,memo_code,memo_code_full,unlimited_spending_flag,unlimited_spending_flag_full,catolog_code,catolog_code_full,schedule_type_full,load_date,filing_form,link_id,sub_id,memo_text,schedule_type,election_cycle
C00075820,2022,30G,202212089550373770,25,,1670632,4121420221636552044,Y,,ORG,ORGANIZATION,C00003418,REPUBLICAN NATIONAL COMMITTEE,C00075820,AIRBNB,,,,104191.27,24C,COORDINATED EXPENDITURE,TRAVEL,2022-10-31 00:00:00,499.76,H4MT01041,"ZINKE, RYAN",,RYAN,,ZINKE,,H,HOUSE,MT,MONTANA,01,,,,,,,,A,ADD,,,X,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2022-12-16 03:32:14,F3X,1120920220265182551,1121420220265240335,,SF,2022
C00075820,2021,M11,202112319474798841,25,SF25-0.078985,1553702,,Y,,ORG,ORGANIZATION,C00003418,REPUBLICAN NATIONAL COMMITTEE,C00075820,PEOPLE WHO THINK,,,,100000.00,24C,COORDINATED EXPENDITURE,MEDIA,2021-10-18 00:00:00,100000.00,H2OH15228,"CAREY, MIKE",,MIKE,,CAREY,,H,HOUSE,OH,OHIO,15,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2022-01-05 03:33:06.105,F3X,4010120221387383006,4010520221388198000,,SF,2022
C00827121,2022,30G,202212089550446225,25,SF.4106,1670934,,N,,PTY,POLITICAL PARTY COMMITTEE,,,,HIDALGO COUNTY DEMOCRATIC PARTY EXECUTIVE COMMITTEE,,,,30000.00,24C,COORDINATED EXPENDITURE,CAMPAIGN EXPENSES,2022-11-08 00:00:00,30000.00,H6TX15162,"GONZALEZ, VICENTE",,VICENTE,,GONZALEZ,,H,HOUSE,TX,TEXAS,34,C00827121,,,,,,,A,ADD,,,,,,,003,Solicitation and Fundraising Expenses ,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-11-03 03:31:03,F3X,4120920221633755008,4010520231666135027,,SF,2022
C00827121,2022,30G,202212089550446225,25,SF.4109,1670934,,N,,PTY,POLITICAL PARTY COMMITTEE,,,,HIDALGO COUNTY DEMOCRATIC PARTY EXECUTIVE COMMITTEE,,,,5000.00,24C,COORDINATED EXPENDITURE,CAMPAIGN EXPENSES DONATION,2022-11-08 00:00:00,5000.00,H2TX15203,"VALLEJO, MICHELLE",,MICHELLE,,VALLEJO,,H,HOUSE,TX,TEXAS,15,C00827121,,,,,,,A,ADD,,,,,,,003,Solicitation and Fundraising Expenses ,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-01-06 03:31:53,F3X,4120920221633755008,4010520231666135028,,SF,2022
C00538975,2022,30G,202212089547386997,25,SF.4935,1667348,,N,,ORG,ORGANIZATION,,,,WDCT RADIO,,,,8250.00,24C,COORDINATED EXPENDITURE,RADIO ADVERTISING,2022-10-21 00:00:00,1500.00,H2VA11255,"MYLES, JAMES",,JAMES,,MYLES,,H,HOUSE,VA,VIRGINIA,11,C00538975,,,,,,,A,ADD,,,,,,,004,Advertising Expenses ,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-01-06 03:31:53,F3X,4120820221633584239,4010520231666135029,,SF,2022
C00350991,2022,30G,202212089547698262,25,SF.155902,1669216,,N,,ORG,ORGANIZATION,,,,ANGLE MASTAGNI MATHEWS,,,,6449.51,24C,COORDINATED EXPENDITURE,PHONE CALLS,2022-11-05 00:00:00,6014.00,S8NY00082,"SCHUMER, CHARLES E.",,CHARLES E.,,SCHUMER,,S,SENATE,NY,NEW YORK,00,C00350991,,,,,,,A,ADD,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-01-06 03:31:53,F3X,4120820221633585766,4010520231666135030,,SF,2022
C00350991,2022,30G,202212089547698262,25,SF.155903,1669216,,N,,ORG,ORGANIZATION,,,,CENTURY DIRECT,,,,435.51,24C,COORDINATED EXPENDITURE,MAILER FOR VOTE WFP,2022-10-21 00:00:00,435.51,S8NY00082,"SCHUMER, CHARLES E.",,CHARLES E.,,SCHUMER,,S,SENATE,NY,NEW YORK,00,C00350991,,,,,,,A,ADD,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-01-06 03:31:53,F3X,4120820221633585766,4010520231666135031,,SF,2022
C00350991,2022,30G,202212089547698262,25,SF.155908,1669216,,N,,ORG,ORGANIZATION,,,,CENTURY DIRECT,,,,21502.81,24C,COORDINATED EXPENDITURE,MAILER,2022-10-24 00:00:00,21502.81,H8NY22177,"RILEY, JOSH",,JOSH,,RILEY,,H,HOUSE,NY,NEW YORK,19,C00350991,,,,,,,A,ADD,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-01-06 03:31:53,F3X,4120820221633585766,4010520231666135032,,SF,2022
C00350991,2022,30G,202212089547698263,25,SF.155906,1669216,,N,,ORG,ORGANIZATION,,,,CENTURY DIRECT,,,,4355.00,24C,COORDINATED EXPENDITURE,VOTE WFP MAILER,2022-11-01 00:00:00,4355.00,S8NY00082,"SCHUMER, CHARLES E.",,CHARLES E.,,SCHUMER,,S,SENATE,NY,NEW YORK,00,C00350991,,,,,,,A,ADD,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-01-06 03:31:53,F3X,4120820221633585766,4010520231666135033,,SF,2022
C00350991,2022,30G,202212089547698263,25,SF.155905,1669216,,N,,ORG,ORGANIZATION,,,,CENTURY DIRECT,,,,6924.45,24C,COORDINATED EXPENDITURE,VOTE WFP MAILER,2022-11-04 00:00:00,2569.45,S8NY00082,"SCHUMER, CHARLES E.",,CHARLES E.,,SCHUMER,,S,SENATE,NY,NEW YORK,00,C00350991,,,,,,,A,ADD,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-01-06 03:31:53,F3X,4120820221633585766,4010520231666135034,,SF,2022
C00350991,2022,30G,202212089547698263,25,SF.155904,1669216,,N,,ORG,ORGANIZATION,,,,CENTURY DIRECT,,,,9493.90,24C,COORDINATED EXPENDITURE,MAILER FOR VOTE WFP,2022-11-08 00:00:00,2569.45,S8NY00082,"SCHUMER, CHARLES E.",,CHARLES E.,,SCHUMER,,S,SENATE,NY,NEW YORK,00,C00350991,,,,,,,A,ADD,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-01-06 03:31:53,F3X,4120820221633585766,4010520231666135035,,SF,2022
C00188367,2022,30G,202212089550424624,25,25-69-01017-01561,1670837,,N,,ORG,ORGANIZATION,,,,"NGP VAN, INC.",,,,13.90,24C,COORDINATED EXPENDITURE,TELEPHONE SERVICES,2022-11-03 00:00:00,5.47,H2OR01133,"BONAMICI, SUZANNE",,SUZANNE,,BONAMICI,,H,HOUSE,OR,OREGON,01,C00500421,,,,,,,A,ADD,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-01-06 03:31:53,F3X,4120820221633586966,4010520231666135094,,SF,2022
C00188367,2022,30G,202212089550424624,25,25-69-01016-01555,1670837,,N,,ORG,ORGANIZATION,,,,IMPACTIVE SOLUTIONS INC.,,,,14.91,24C,COORDINATED EXPENDITURE,TELEPHONE SERVICES,2022-11-03 00:00:00,1.01,H2OR01133,"BONAMICI, SUZANNE",,SUZANNE,,BONAMICI,,H,HOUSE,OR,OREGON,01,C00500421,,,,,,,A,ADD,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-01-06 03:31:53,F3X,4120820221633586966,4010520231666135095,,SF,2022
C00188367,2022,30G,202212089550424624,25,25-69-01017-01562,1670837,,N,,ORG,ORGANIZATION,,,,"NGP VAN, INC.",,,,13.45,24C,COORDINATED EXPENDITURE,TELEPHONE SERVICES,2022-11-03 00:00:00,5.02,H6OR03064,"BLUMENAUER, EARL",,EARL,,BLUMENAUER,,H,HOUSE,OR,OREGON,03,C00307314,,,,,,,A,ADD,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-01-06 03:31:53,F3X,4120820221633586966,4010520231666135096,,SF,2022
C00188367,2022,30G,202212089550424625,25,25-69-01016-01556,1670837,,N,,ORG,ORGANIZATION,,,,IMPACTIVE SOLUTIONS INC.,,,,14.46,24C,COORDINATED EXPENDITURE,TELEPHONE SERVICES,2022-11-03 00:00:00,1.01,H6OR03064,"BLUMENAUER, EARL",,EARL,,BLUMENAUER,,H,HOUSE,OR,OREGON,03,C00307314,,,,,,,A,ADD,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-01-06 03:31:53,F3X,4120820221633586966,4010520231666135097,,SF,2022
C00188367,2022,30G,202212089550424625,25,25-69-01017-01559,1670837,,N,,ORG,ORGANIZATION,,,,"NGP VAN, INC.",,,,18.92,24C,COORDINATED EXPENDITURE,TELEPHONE SERVICES,2022-11-03 00:00:00,10.49,S6OR00110,"WYDEN, RONALD LEE",,RONALD,LEE,WYDEN,,S,SENATE,OR,OREGON,00,C00308676,,,,,,,A,ADD,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-01-06 03:31:53,F3X,4120820221633586966,4010520231666135098,,SF,2022
C00188367,2022,30G,202212089550424625,25,25-69-01016-01553,1670837,,N,,ORG,ORGANIZATION,,,,IMPACTIVE SOLUTIONS INC.,,,,20.95,24C,COORDINATED EXPENDITURE,TELEPHONE SERVICES,2022-11-03 00:00:00,2.03,S6OR00110,"WYDEN, RONALD LEE",,RONALD,LEE,WYDEN,,S,SENATE,OR,OREGON,00,C00308676,,,,,,,A,ADD,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-01-06 03:31:53,F3X,4120820221633586966,4010520231666135099,,SF,2022
C00188367,2022,30G,202212089550424626,25,25-69-01038-01638,1670837,,N,,ORG,ORGANIZATION,,,,WINNING MARK,,,,15844.45,24C,COORDINATED EXPENDITURE,ADS,2022-11-07 00:00:00,15823.50,S6OR00110,"WYDEN, RONALD LEE",,RONALD,LEE,WYDEN,,S,SENATE,OR,OREGON,00,C00308676,,,,,,,A,ADD,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-01-06 03:31:53,F3X,4120820221633586966,4010520231666135100,,SF,2022
C00074450,2022,30G,202212279574223148,25,SF25.40968,1673440,,N,,ORG,ORGANIZATION,,,C00482984,ART CITY SIGNS LLC,,,,0.00,24C,COORDINATED EXPENDITURE,COORDINATED - RV WRAP,2022-10-25 00:00:00,12000.00,S0WI00197,"JOHNSON, RON",,RON,,JOHNSON,,S,SENATE,WI,WISCONSIN,00,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-01-22 03:31:09,F3X,4122720221644981030,4012120231719795000,,SF,2022
C00074450,2022,30G,202212279574223148,25,SF25.40970,1673440,,N,,ORG,ORGANIZATION,,,C00482984,ART CITY SIGNS LLC,,,,0.00,24C,COORDINATED EXPENDITURE,COORDINATED - RV WRAP,2022-11-10 00:00:00,504.00,S0WI00197,"JOHNSON, RON",,RON,,JOHNSON,,S,SENATE,WI,WISCONSIN,00,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-01-22 03:31:09,F3X,4122720221644981030,4012120231719795001,,SF,2022
C00074450,2022,30G,202212279574223148,25,SF25.40985,1673440,,N,,ORG,ORGANIZATION,,,C00482984,KUNES RV RENTALS,,,,0.00,24C,COORDINATED EXPENDITURE,COORDINATED - RV RENTAL,2022-10-21 00:00:00,10000.00,S0WI00197,"JOHNSON, RON",,RON,,JOHNSON,,S,SENATE,WI,WISCONSIN,00,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-01-22 03:31:09,F3X,4122720221644981030,4012120231719795002,,SF,2022
C00354332,2022,YE,202301279575044439,25,SF.116037,1680751,,N,,IND,INDIVIDUAL,,,,"DIEBOLT, ALYSA",DIEBOLT,,ALYSA,6192.96,24C,COORDINATED EXPENDITURE,REIMBURSEMENT FOR FACEBOOK ADS IN SUPPORT OF CARL MARLINGA AND AGAINST JOHN JAMES,2022-12-08 00:00:00,1535.96,H2MI10176,"MARLINGA, CARL",,CARL,,MARLINGA,,H,HOUSE,MI,MICHIGAN,10,C00354332,,,,,,,A,ADD,,,,,,,004,Advertising Expenses ,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-01-31 03:31:32,F3X,4012720231720666252,4013020231721232000,,SF,2022
C00108613,2022,YE,202301319575628782,25,500156460,1685781,,N,,ORG,ORGANIZATION,,,C00108613,FIRST BANKCARD,,,,27762.50,24C,COORDINATED EXPENDITURE,CREDIT CARD PAYMENT - SEE MEMOS,2022-12-02 00:00:00,1111.02,S2IN00208,"MCDERMOTT, THOMAS",,THOMAS,,MCDERMOTT,,S,SENATE,IN,INDIANA,,,,,,,,,A,ADD,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-02-07 03:31:20,F3X,4013120231721277919,4020620231723339000,,SF,2022
C00108613,2022,YE,202301319575628782,25,500156461,1685781,,N,,ORG,ORGANIZATION,,,C00108613,FACEBOOK,,,,27762.50,24C,COORDINATED EXPENDITURE,DIGITAL ADVERTISING - OPPOSE YOUNG,2022-12-02 00:00:00,1111.02,S2IN00208,"MCDERMOTT, THOMAS",,THOMAS,,MCDERMOTT,,S,SENATE,IN,INDIANA,,,,,,,,,A,ADD,500156460,SF,X,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-02-07 03:31:20,F3X,4013120231721277919,4020620231723339001,*,SF,2022
C00108613,2022,YE,202301319575628782,25,500156465,1685781,,N,,ORG,ORGANIZATION,,,C00108613,FIRST BANKCARD,,,,27762.50,24C,COORDINATED EXPENDITURE,CREDIT CARD PAYMENT - SEE MEMOS,2022-12-02 00:00:00,1308.14,S2IN00208,"MCDERMOTT, THOMAS",,THOMAS,,MCDERMOTT,,S,SENATE,IN,INDIANA,,,,,,,,,A,ADD,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-02-07 03:31:20,F3X,4013120231721277919,4020620231723339002,,SF,2022
C00108613,2022,YE,202301319575628783,25,500156464,1685781,,N,,ORG,ORGANIZATION,,,C00108613,FACEBOOK,,,,27762.50,24C,COORDINATED EXPENDITURE,DIGITAL ADVERTISING - OPPOSE YOUNG,2022-12-02 00:00:00,1308.14,S2IN00208,"MCDERMOTT, THOMAS",,THOMAS,,MCDERMOTT,,S,SENATE,IN,INDIANA,,,,,,,,,A,ADD,500156465,SF,X,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-02-07 03:31:20,F3X,4013120231721277919,4020620231723339003,*,SF,2022
C00108613,2022,YE,202301319575628783,25,500156469,1685781,,N,,ORG,ORGANIZATION,,,C00108613,FIRST BANKCARD,,,,27762.50,24C,COORDINATED EXPENDITURE,CREDIT CARD PAYMENT - SEE MEMOS,2022-12-02 00:00:00,1078.48,S2IN00208,"MCDERMOTT, THOMAS",,THOMAS,,MCDERMOTT,,S,SENATE,IN,INDIANA,,,,,,,,,A,ADD,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-02-07 03:31:20,F3X,4013120231721277919,4020620231723339004,,SF,2022
C00108613,2022,YE,202301319575628783,25,500156468,1685781,,N,,ORG,ORGANIZATION,,,C00108613,FACEBOOK,,,,27762.50,24C,COORDINATED EXPENDITURE,DIGITAL ADVERTISING - OPPOSE YOUNG,2022-12-02 00:00:00,1078.48,S2IN00208,"MCDERMOTT, THOMAS",,THOMAS,,MCDERMOTT,,S,SENATE,IN,INDIANA,,,,,,,,,A,ADD,500156469,SF,X,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-02-07 03:31:20,F3X,4013120231721277919,4020620231723339005,*,SF,2022
C00108613,2022,YE,202301319575628784,25,500156538,1685781,,N,,ORG,ORGANIZATION,,,C00108613,FIRST BANKCARD,,,,27762.50,24C,COORDINATED EXPENDITURE,CREDIT CARD PAYMENT - SEE MEMOS,2022-12-02 00:00:00,833.30,S2IN00208,"MCDERMOTT, THOMAS",,THOMAS,,MCDERMOTT,,S,SENATE,IN,INDIANA,,,,,,,,,A,ADD,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-02-07 03:31:20,F3X,4013120231721277919,4020620231723339006,,SF,2022
C00108613,2022,YE,202301319575628784,25,500156537,1685781,,N,,ORG,ORGANIZATION,,,C00108613,GOOGLE,,,,27762.50,24C,COORDINATED EXPENDITURE,DIGITAL ADVERTISING - OPPOSE YOUNG,2022-12-02 00:00:00,833.30,S2IN00208,"MCDERMOTT, THOMAS",,THOMAS,,MCDERMOTT,,S,SENATE,IN,INDIANA,,,,,,,,,A,ADD,500156538,SF,X,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-02-07 03:31:20,F3X,4013120231721277919,4020620231723339007,*,SF,2022
C00031088,2022,12G,202301319576508609,25,F4244C8B26F504FF2947,1686397,,N,,ORG,ORGANIZATION,,,,ARENA MAIL + DIGITAL,,,,1610.35,24C,COORDINATED EXPENDITURE,WEBSITE,2022-10-12 00:00:00,1500.00,S2WA00387,"SMILEY, TIFFANY",,TIFFANY,,SMILEY,,S,SENATE,WA,WASHINGTON,,,,,,,,,N,NO CHANGE,F4244C8B26F504FF2947,SF,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-02-09 03:31:55,F3X,4020120231721657109,4020820231723601006,,SF,2022
